"gen","scenario","seed","gwas_type","fpr"
5,"RM + VT (5%)",44,"Population GWAS",0.05225
0,"5xAM",44,"Population GWAS",0.04625
1,"5xAM",44,"Population GWAS",0.0506875
2,"5xAM",44,"Population GWAS",0.052625
3,"5xAM",44,"Population GWAS",0.0505625
4,"5xAM",44,"Population GWAS",0.052125
5,"5xAM",44,"Population GWAS",0.0538125
0,"5xAM + VT (5%)",44,"Population GWAS",0.050625
1,"5xAM + VT (5%)",44,"Population GWAS",0.052375
2,"5xAM + VT (5%)",44,"Population GWAS",0.0609375
3,"5xAM + VT (5%)",44,"Population GWAS",0.067375
4,"5xAM + VT (5%)",44,"Population GWAS",0.0691875
5,"5xAM + VT (5%)",44,"Population GWAS",0.06875
0,"RM",45,"Population GWAS",0.050125
1,"RM",45,"Population GWAS",0.05325
2,"RM",45,"Population GWAS",0.0525
3,"RM",45,"Population GWAS",0.051
4,"RM",45,"Population GWAS",0.0501875
5,"RM",45,"Population GWAS",0.0521875
0,"RM + VT (5%)",45,"Population GWAS",0.049
1,"RM + VT (5%)",45,"Population GWAS",0.0515
2,"RM + VT (5%)",45,"Population GWAS",0.0520625
3,"RM + VT (5%)",45,"Population GWAS",0.0523125
4,"RM + VT (5%)",45,"Population GWAS",0.0530625
5,"RM + VT (5%)",45,"Population GWAS",0.0530625
0,"5xAM",45,"Population GWAS",0.0496875
1,"5xAM",45,"Population GWAS",0.051125
2,"5xAM",45,"Population GWAS",0.0486875
3,"5xAM",45,"Population GWAS",0.051125
4,"5xAM",45,"Population GWAS",0.0529375
5,"5xAM",45,"Population GWAS",0.05075
0,"5xAM + VT (5%)",45,"Population GWAS",0.0504375
1,"5xAM + VT (5%)",45,"Population GWAS",0.0549375
2,"5xAM + VT (5%)",45,"Population GWAS",0.061
3,"5xAM + VT (5%)",45,"Population GWAS",0.0634375
4,"5xAM + VT (5%)",45,"Population GWAS",0.066875
5,"5xAM + VT (5%)",45,"Population GWAS",0.0715
0,"RM",46,"Population GWAS",0.049875
1,"RM",46,"Population GWAS",0.0503125
2,"RM",46,"Population GWAS",0.0505
3,"RM",46,"Population GWAS",0.0474375
4,"RM",46,"Population GWAS",0.0483125
5,"RM",46,"Population GWAS",0.0465
0,"RM + VT (5%)",46,"Population GWAS",0.0460625
1,"RM + VT (5%)",46,"Population GWAS",0.048625
2,"RM + VT (5%)",46,"Population GWAS",0.053125
3,"RM + VT (5%)",46,"Population GWAS",0.0548125
4,"RM + VT (5%)",46,"Population GWAS",0.05325
5,"RM + VT (5%)",46,"Population GWAS",0.0508125
0,"5xAM",46,"Population GWAS",0.050875
1,"5xAM",46,"Population GWAS",0.0531875
2,"5xAM",46,"Population GWAS",0.0496875
3,"5xAM",46,"Population GWAS",0.04975
4,"5xAM",46,"Population GWAS",0.051125
5,"5xAM",46,"Population GWAS",0.0513125
0,"5xAM + VT (5%)",46,"Population GWAS",0.0498125
1,"5xAM + VT (5%)",46,"Population GWAS",0.0561875
2,"5xAM + VT (5%)",46,"Population GWAS",0.061375
3,"5xAM + VT (5%)",46,"Population GWAS",0.0689375
4,"5xAM + VT (5%)",46,"Population GWAS",0.067875
5,"5xAM + VT (5%)",46,"Population GWAS",0.07225
0,"RM",47,"Population GWAS",0.050375
1,"RM",47,"Population GWAS",0.052375
2,"RM",47,"Population GWAS",0.04775
3,"RM",47,"Population GWAS",0.0480625
4,"RM",47,"Population GWAS",0.04925
5,"RM",47,"Population GWAS",0.04725
0,"RM + VT (5%)",47,"Population GWAS",0.050375
1,"RM + VT (5%)",47,"Population GWAS",0.0515625
2,"RM + VT (5%)",47,"Population GWAS",0.0525625
3,"RM + VT (5%)",47,"Population GWAS",0.05425
4,"RM + VT (5%)",47,"Population GWAS",0.053125
5,"RM + VT (5%)",47,"Population GWAS",0.0541875
0,"5xAM",47,"Population GWAS",0.048375
1,"5xAM",47,"Population GWAS",0.0475
2,"5xAM",47,"Population GWAS",0.04925
3,"5xAM",47,"Population GWAS",0.0505625
4,"5xAM",47,"Population GWAS",0.04975
5,"5xAM",47,"Population GWAS",0.0521875
0,"5xAM + VT (5%)",47,"Population GWAS",0.05075
1,"5xAM + VT (5%)",47,"Population GWAS",0.0566875
2,"5xAM + VT (5%)",47,"Population GWAS",0.0635625
3,"5xAM + VT (5%)",47,"Population GWAS",0.0654375
4,"5xAM + VT (5%)",47,"Population GWAS",0.070125
5,"5xAM + VT (5%)",47,"Population GWAS",0.0690625
0,"RM",48,"Population GWAS",0.0504375
1,"RM",48,"Population GWAS",0.0491875
2,"RM",48,"Population GWAS",0.0525
3,"RM",48,"Population GWAS",0.05125
4,"RM",48,"Population GWAS",0.048625
5,"RM",48,"Population GWAS",0.052125
0,"RM + VT (5%)",48,"Population GWAS",0.0506875
1,"RM + VT (5%)",48,"Population GWAS",0.0498125
2,"RM + VT (5%)",48,"Population GWAS",0.051375
3,"RM + VT (5%)",48,"Population GWAS",0.0471875
4,"RM + VT (5%)",48,"Population GWAS",0.0526875
5,"RM + VT (5%)",48,"Population GWAS",0.0495625
0,"5xAM",48,"Population GWAS",0.05025
1,"5xAM",48,"Population GWAS",0.05
2,"5xAM",48,"Population GWAS",0.0526875
3,"5xAM",48,"Population GWAS",0.052875
4,"5xAM",48,"Population GWAS",0.052875
5,"5xAM",48,"Population GWAS",0.0493125
0,"5xAM + VT (5%)",48,"Population GWAS",0.051
1,"5xAM + VT (5%)",48,"Population GWAS",0.0555
2,"5xAM + VT (5%)",48,"Population GWAS",0.058625
3,"5xAM + VT (5%)",48,"Population GWAS",0.0654375
4,"5xAM + VT (5%)",48,"Population GWAS",0.065625
5,"5xAM + VT (5%)",48,"Population GWAS",0.070875
0,"RM",49,"Population GWAS",0.0510625
1,"RM",49,"Population GWAS",0.051375
2,"RM",49,"Population GWAS",0.0510625
3,"RM",49,"Population GWAS",0.05425
4,"RM",49,"Population GWAS",0.05225
5,"RM",49,"Population GWAS",0.0496875
0,"RM + VT (5%)",49,"Population GWAS",0.05025
1,"RM + VT (5%)",49,"Population GWAS",0.0488125
2,"RM + VT (5%)",49,"Population GWAS",0.050625
3,"RM + VT (5%)",49,"Population GWAS",0.0501875
4,"RM + VT (5%)",49,"Population GWAS",0.050875
5,"RM + VT (5%)",49,"Population GWAS",0.0545
0,"5xAM",49,"Population GWAS",0.0525625
1,"5xAM",49,"Population GWAS",0.049125
2,"5xAM",49,"Population GWAS",0.0498125
3,"5xAM",49,"Population GWAS",0.053875
4,"5xAM",49,"Population GWAS",0.055125
5,"5xAM",49,"Population GWAS",0.0494375
0,"5xAM + VT (5%)",49,"Population GWAS",0.049625
1,"5xAM + VT (5%)",49,"Population GWAS",0.0524375
2,"5xAM + VT (5%)",49,"Population GWAS",0.0605
3,"5xAM + VT (5%)",49,"Population GWAS",0.063125
4,"5xAM + VT (5%)",49,"Population GWAS",0.072125
5,"5xAM + VT (5%)",49,"Population GWAS",0.0675625
0,"RM",5,"Population GWAS",0.04875
1,"RM",5,"Population GWAS",0.05
2,"RM",5,"Population GWAS",0.05175
3,"RM",5,"Population GWAS",0.05175
4,"RM",5,"Population GWAS",0.048375
5,"RM",5,"Population GWAS",0.0484375
0,"RM + VT (5%)",5,"Population GWAS",0.049
1,"RM + VT (5%)",5,"Population GWAS",0.051
2,"RM + VT (5%)",5,"Population GWAS",0.050375
3,"RM + VT (5%)",5,"Population GWAS",0.0513125
4,"RM + VT (5%)",5,"Population GWAS",0.0565
5,"RM + VT (5%)",5,"Population GWAS",0.0541875
0,"5xAM",5,"Population GWAS",0.0506875
1,"5xAM",5,"Population GWAS",0.0498125
2,"5xAM",5,"Population GWAS",0.0505
3,"5xAM",5,"Population GWAS",0.052375
4,"5xAM",5,"Population GWAS",0.0478125
5,"5xAM",5,"Population GWAS",0.0515
0,"5xAM + VT (5%)",5,"Population GWAS",0.0528125
1,"5xAM + VT (5%)",5,"Population GWAS",0.05575
2,"5xAM + VT (5%)",5,"Population GWAS",0.06025
3,"5xAM + VT (5%)",5,"Population GWAS",0.066375
4,"5xAM + VT (5%)",5,"Population GWAS",0.0668125
5,"5xAM + VT (5%)",5,"Population GWAS",0.0693125
0,"RM",50,"Population GWAS",0.0504375
1,"RM",50,"Population GWAS",0.049125
2,"RM",50,"Population GWAS",0.0475625
3,"RM",50,"Population GWAS",0.05025
4,"RM",50,"Population GWAS",0.0505
5,"RM",50,"Population GWAS",0.050375
0,"RM + VT (5%)",50,"Population GWAS",0.0495625
1,"RM + VT (5%)",50,"Population GWAS",0.0509375
2,"RM + VT (5%)",50,"Population GWAS",0.051625
3,"RM + VT (5%)",50,"Population GWAS",0.052625
4,"RM + VT (5%)",50,"Population GWAS",0.0549375
5,"RM + VT (5%)",50,"Population GWAS",0.054
0,"5xAM",50,"Population GWAS",0.0475625
1,"5xAM",50,"Population GWAS",0.04925
2,"5xAM",50,"Population GWAS",0.051875
3,"5xAM",50,"Population GWAS",0.0525625
4,"5xAM",50,"Population GWAS",0.0500625
5,"5xAM",50,"Population GWAS",0.0490625
0,"5xAM + VT (5%)",50,"Population GWAS",0.0508125
1,"5xAM + VT (5%)",50,"Population GWAS",0.0546875
2,"5xAM + VT (5%)",50,"Population GWAS",0.0658125
3,"5xAM + VT (5%)",50,"Population GWAS",0.06825
4,"5xAM + VT (5%)",50,"Population GWAS",0.065875
5,"5xAM + VT (5%)",50,"Population GWAS",0.0729375
0,"RM",6,"Population GWAS",0.0506875
1,"RM",6,"Population GWAS",0.0495
2,"RM",6,"Population GWAS",0.048875
3,"RM",6,"Population GWAS",0.0513125
4,"RM",6,"Population GWAS",0.05
5,"RM",6,"Population GWAS",0.05
0,"RM + VT (5%)",6,"Population GWAS",0.05
1,"RM + VT (5%)",6,"Population GWAS",0.048625
2,"RM + VT (5%)",6,"Population GWAS",0.0489375
3,"RM + VT (5%)",6,"Population GWAS",0.0525
4,"RM + VT (5%)",6,"Population GWAS",0.052875
5,"RM + VT (5%)",6,"Population GWAS",0.0539375
0,"5xAM",6,"Population GWAS",0.0475625
1,"5xAM",6,"Population GWAS",0.05
2,"5xAM",6,"Population GWAS",0.052375
3,"5xAM",6,"Population GWAS",0.0471875
4,"5xAM",6,"Population GWAS",0.051625
5,"5xAM",6,"Population GWAS",0.0506875
0,"5xAM + VT (5%)",6,"Population GWAS",0.0523125
1,"5xAM + VT (5%)",6,"Population GWAS",0.0531875
2,"5xAM + VT (5%)",6,"Population GWAS",0.0645
3,"5xAM + VT (5%)",6,"Population GWAS",0.06475
4,"5xAM + VT (5%)",6,"Population GWAS",0.069125
5,"5xAM + VT (5%)",6,"Population GWAS",0.0688125
0,"RM",7,"Population GWAS",0.0501875
1,"RM",7,"Population GWAS",0.0519375
2,"RM",7,"Population GWAS",0.0498125
3,"RM",7,"Population GWAS",0.049125
4,"RM",7,"Population GWAS",0.0520625
5,"RM",7,"Population GWAS",0.05175
0,"RM + VT (5%)",7,"Population GWAS",0.0483125
1,"RM + VT (5%)",7,"Population GWAS",0.0514375
2,"RM + VT (5%)",7,"Population GWAS",0.05575
3,"RM + VT (5%)",7,"Population GWAS",0.05275
4,"RM + VT (5%)",7,"Population GWAS",0.051125
5,"RM + VT (5%)",7,"Population GWAS",0.0546875
0,"5xAM",7,"Population GWAS",0.0525625
1,"5xAM",7,"Population GWAS",0.0514375
2,"5xAM",7,"Population GWAS",0.0489375
3,"5xAM",7,"Population GWAS",0.046875
4,"5xAM",7,"Population GWAS",0.052625
5,"5xAM",7,"Population GWAS",0.0505625
0,"5xAM + VT (5%)",7,"Population GWAS",0.0506875
1,"5xAM + VT (5%)",7,"Population GWAS",0.057125
2,"5xAM + VT (5%)",7,"Population GWAS",0.0644375
3,"5xAM + VT (5%)",7,"Population GWAS",0.06425
4,"5xAM + VT (5%)",7,"Population GWAS",0.068125
5,"5xAM + VT (5%)",7,"Population GWAS",0.0681875
0,"RM",8,"Population GWAS",0.052125
1,"RM",8,"Population GWAS",0.0534375
2,"RM",8,"Population GWAS",0.0485
3,"RM",8,"Population GWAS",0.050125
4,"RM",8,"Population GWAS",0.047125
5,"RM",8,"Population GWAS",0.052375
0,"RM + VT (5%)",8,"Population GWAS",0.049625
1,"RM + VT (5%)",8,"Population GWAS",0.0500625
2,"RM + VT (5%)",8,"Population GWAS",0.0535
3,"RM + VT (5%)",8,"Population GWAS",0.0534375
4,"RM + VT (5%)",8,"Population GWAS",0.051375
5,"RM + VT (5%)",8,"Population GWAS",0.0523125
0,"5xAM",8,"Population GWAS",0.0510625
1,"5xAM",8,"Population GWAS",0.0519375
2,"5xAM",8,"Population GWAS",0.049
3,"5xAM",8,"Population GWAS",0.052
4,"5xAM",8,"Population GWAS",0.048
5,"5xAM",8,"Population GWAS",0.053
0,"5xAM + VT (5%)",8,"Population GWAS",0.04725
1,"5xAM + VT (5%)",8,"Population GWAS",0.0561875
2,"5xAM + VT (5%)",8,"Population GWAS",0.060375
3,"5xAM + VT (5%)",8,"Population GWAS",0.0656875
4,"5xAM + VT (5%)",8,"Population GWAS",0.0680625
5,"5xAM + VT (5%)",8,"Population GWAS",0.0734375
0,"RM",9,"Population GWAS",0.049375
1,"RM",9,"Population GWAS",0.0475625
2,"RM",9,"Population GWAS",0.05
3,"RM",9,"Population GWAS",0.050125
4,"RM",9,"Population GWAS",0.04975
5,"RM",9,"Population GWAS",0.0499375
0,"RM + VT (5%)",9,"Population GWAS",0.049875
1,"RM + VT (5%)",9,"Population GWAS",0.0525
2,"RM + VT (5%)",9,"Population GWAS",0.0513125
3,"RM + VT (5%)",9,"Population GWAS",0.0541875
4,"RM + VT (5%)",9,"Population GWAS",0.0535
5,"RM + VT (5%)",9,"Population GWAS",0.0506875
0,"5xAM",9,"Population GWAS",0.048875
1,"5xAM",9,"Population GWAS",0.05275
2,"5xAM",9,"Population GWAS",0.0493125
3,"5xAM",9,"Population GWAS",0.05075
4,"5xAM",9,"Population GWAS",0.050125
5,"5xAM",9,"Population GWAS",0.0521875
0,"5xAM + VT (5%)",9,"Population GWAS",0.0475
1,"5xAM + VT (5%)",9,"Population GWAS",0.055875
2,"5xAM + VT (5%)",9,"Population GWAS",0.0658125
3,"5xAM + VT (5%)",9,"Population GWAS",0.06925
4,"5xAM + VT (5%)",9,"Population GWAS",0.067125
5,"5xAM + VT (5%)",9,"Population GWAS",0.0695
0,"RM",1,"Sibling GWAS",0.0506875
1,"RM",1,"Sibling GWAS",0.0518125
2,"RM",1,"Sibling GWAS",0.049625
3,"RM",1,"Sibling GWAS",0.0500625
4,"RM",1,"Sibling GWAS",0.047875
5,"RM",1,"Sibling GWAS",0.0504375
0,"RM + VT (5%)",1,"Sibling GWAS",0.052375
1,"RM + VT (5%)",1,"Sibling GWAS",0.04875
2,"RM + VT (5%)",1,"Sibling GWAS",0.04925
3,"RM + VT (5%)",1,"Sibling GWAS",0.050375
4,"RM + VT (5%)",1,"Sibling GWAS",0.0495
5,"RM + VT (5%)",1,"Sibling GWAS",0.052125
0,"5xAM",1,"Sibling GWAS",0.0496875
1,"5xAM",1,"Sibling GWAS",0.049875
2,"5xAM",1,"Sibling GWAS",0.0494375
3,"5xAM",1,"Sibling GWAS",0.05475
4,"5xAM",1,"Sibling GWAS",0.0525
5,"5xAM",1,"Sibling GWAS",0.047875
0,"5xAM + VT (5%)",1,"Sibling GWAS",0.0521875
1,"5xAM + VT (5%)",1,"Sibling GWAS",0.0479375
2,"5xAM + VT (5%)",1,"Sibling GWAS",0.046625
3,"5xAM + VT (5%)",1,"Sibling GWAS",0.04925
4,"5xAM + VT (5%)",1,"Sibling GWAS",0.0509375
5,"5xAM + VT (5%)",1,"Sibling GWAS",0.050875
0,"RM",10,"Sibling GWAS",0.0479375
1,"RM",10,"Sibling GWAS",0.0474375
2,"RM",10,"Sibling GWAS",0.049125
3,"RM",10,"Sibling GWAS",0.0486875
4,"RM",10,"Sibling GWAS",0.050375
5,"RM",10,"Sibling GWAS",0.0503125
0,"RM + VT (5%)",10,"Sibling GWAS",0.0470625
1,"RM + VT (5%)",10,"Sibling GWAS",0.048625
2,"RM + VT (5%)",10,"Sibling GWAS",0.0478125
3,"RM + VT (5%)",10,"Sibling GWAS",0.0534375
4,"RM + VT (5%)",10,"Sibling GWAS",0.04925
5,"RM + VT (5%)",10,"Sibling GWAS",0.0494375
0,"5xAM",10,"Sibling GWAS",0.050875
1,"5xAM",10,"Sibling GWAS",0.0476875
2,"5xAM",10,"Sibling GWAS",0.0490625
3,"5xAM",10,"Sibling GWAS",0.0525
4,"5xAM",10,"Sibling GWAS",0.051875
5,"5xAM",10,"Sibling GWAS",0.0496875
0,"5xAM + VT (5%)",10,"Sibling GWAS",0.048875
1,"5xAM + VT (5%)",10,"Sibling GWAS",0.0516875
2,"5xAM + VT (5%)",10,"Sibling GWAS",0.0469375
3,"5xAM + VT (5%)",10,"Sibling GWAS",0.0496875
4,"5xAM + VT (5%)",10,"Sibling GWAS",0.05125
5,"5xAM + VT (5%)",10,"Sibling GWAS",0.050375
0,"RM",11,"Sibling GWAS",0.0510625
1,"RM",11,"Sibling GWAS",0.049
2,"RM",11,"Sibling GWAS",0.0524375
3,"RM",11,"Sibling GWAS",0.0520625
4,"RM",11,"Sibling GWAS",0.05
5,"RM",11,"Sibling GWAS",0.0455
0,"RM + VT (5%)",11,"Sibling GWAS",0.05025
1,"RM + VT (5%)",11,"Sibling GWAS",0.05
2,"RM + VT (5%)",11,"Sibling GWAS",0.0525
3,"RM + VT (5%)",11,"Sibling GWAS",0.049625
4,"RM + VT (5%)",11,"Sibling GWAS",0.049125
5,"RM + VT (5%)",11,"Sibling GWAS",0.0499375
0,"5xAM",11,"Sibling GWAS",0.0470625
1,"5xAM",11,"Sibling GWAS",0.04825
2,"5xAM",11,"Sibling GWAS",0.049875
3,"5xAM",11,"Sibling GWAS",0.05075
4,"5xAM",11,"Sibling GWAS",0.0468125
5,"5xAM",11,"Sibling GWAS",0.050625
0,"5xAM + VT (5%)",11,"Sibling GWAS",0.04875
1,"5xAM + VT (5%)",11,"Sibling GWAS",0.0505
2,"5xAM + VT (5%)",11,"Sibling GWAS",0.052375
3,"5xAM + VT (5%)",11,"Sibling GWAS",0.0488125
4,"5xAM + VT (5%)",11,"Sibling GWAS",0.0496875
5,"5xAM + VT (5%)",11,"Sibling GWAS",0.0469375
0,"RM",12,"Sibling GWAS",0.0514375
1,"RM",12,"Sibling GWAS",0.0479375
2,"RM",12,"Sibling GWAS",0.0480625
3,"RM",12,"Sibling GWAS",0.0489375
4,"RM",12,"Sibling GWAS",0.0491875
5,"RM",12,"Sibling GWAS",0.04925
0,"RM + VT (5%)",12,"Sibling GWAS",0.049625
1,"RM + VT (5%)",12,"Sibling GWAS",0.0514375
2,"RM + VT (5%)",12,"Sibling GWAS",0.0495
3,"RM + VT (5%)",12,"Sibling GWAS",0.0506875
4,"RM + VT (5%)",12,"Sibling GWAS",0.0495
5,"RM + VT (5%)",12,"Sibling GWAS",0.050625
0,"5xAM",12,"Sibling GWAS",0.0514375
1,"5xAM",12,"Sibling GWAS",0.0515625
2,"5xAM",12,"Sibling GWAS",0.0485625
3,"5xAM",12,"Sibling GWAS",0.05475
4,"5xAM",12,"Sibling GWAS",0.048125
5,"5xAM",12,"Sibling GWAS",0.0496875
0,"5xAM + VT (5%)",12,"Sibling GWAS",0.0480625
1,"5xAM + VT (5%)",12,"Sibling GWAS",0.0486875
2,"5xAM + VT (5%)",12,"Sibling GWAS",0.0484375
3,"5xAM + VT (5%)",12,"Sibling GWAS",0.0486875
4,"5xAM + VT (5%)",12,"Sibling GWAS",0.046625
5,"5xAM + VT (5%)",12,"Sibling GWAS",0.0513125
0,"RM",13,"Sibling GWAS",0.0489375
1,"RM",13,"Sibling GWAS",0.0515625
2,"RM",13,"Sibling GWAS",0.051375
3,"RM",13,"Sibling GWAS",0.0521875
4,"RM",13,"Sibling GWAS",0.0495625
5,"RM",13,"Sibling GWAS",0.046875
0,"RM + VT (5%)",13,"Sibling GWAS",0.051375
1,"RM + VT (5%)",13,"Sibling GWAS",0.051
2,"RM + VT (5%)",13,"Sibling GWAS",0.0501875
3,"RM + VT (5%)",13,"Sibling GWAS",0.05075
4,"RM + VT (5%)",13,"Sibling GWAS",0.0463125
5,"RM + VT (5%)",13,"Sibling GWAS",0.04925
0,"5xAM",13,"Sibling GWAS",0.0440625
1,"5xAM",13,"Sibling GWAS",0.048875
2,"5xAM",13,"Sibling GWAS",0.0499375
3,"5xAM",13,"Sibling GWAS",0.0478125
4,"5xAM",13,"Sibling GWAS",0.050875
5,"5xAM",13,"Sibling GWAS",0.0505625
0,"5xAM + VT (5%)",13,"Sibling GWAS",0.0515
1,"5xAM + VT (5%)",13,"Sibling GWAS",0.0474375
2,"5xAM + VT (5%)",13,"Sibling GWAS",0.050125
3,"5xAM + VT (5%)",13,"Sibling GWAS",0.0496875
4,"5xAM + VT (5%)",13,"Sibling GWAS",0.0518125
5,"5xAM + VT (5%)",13,"Sibling GWAS",0.049
0,"RM",14,"Sibling GWAS",0.049125
1,"RM",14,"Sibling GWAS",0.0496875
2,"RM",14,"Sibling GWAS",0.05075
3,"RM",14,"Sibling GWAS",0.0536875
4,"RM",14,"Sibling GWAS",0.050625
5,"RM",14,"Sibling GWAS",0.0494375
0,"RM + VT (5%)",14,"Sibling GWAS",0.0510625
1,"RM + VT (5%)",14,"Sibling GWAS",0.0504375
2,"RM + VT (5%)",14,"Sibling GWAS",0.0531875
3,"RM + VT (5%)",14,"Sibling GWAS",0.050625
4,"RM + VT (5%)",14,"Sibling GWAS",0.050125
5,"RM + VT (5%)",14,"Sibling GWAS",0.04725
0,"5xAM",14,"Sibling GWAS",0.05025
1,"5xAM",14,"Sibling GWAS",0.049625
2,"5xAM",14,"Sibling GWAS",0.0515625
3,"5xAM",14,"Sibling GWAS",0.0520625
4,"5xAM",14,"Sibling GWAS",0.04825
5,"5xAM",14,"Sibling GWAS",0.0525625
0,"5xAM + VT (5%)",14,"Sibling GWAS",0.0498125
1,"5xAM + VT (5%)",14,"Sibling GWAS",0.0490625
2,"5xAM + VT (5%)",14,"Sibling GWAS",0.049375
3,"5xAM + VT (5%)",14,"Sibling GWAS",0.05
4,"5xAM + VT (5%)",14,"Sibling GWAS",0.054625
5,"5xAM + VT (5%)",14,"Sibling GWAS",0.0500625
0,"RM",15,"Sibling GWAS",0.045125
1,"RM",15,"Sibling GWAS",0.0506875
2,"RM",15,"Sibling GWAS",0.047375
3,"RM",15,"Sibling GWAS",0.04875
4,"RM",15,"Sibling GWAS",0.04875
5,"RM",15,"Sibling GWAS",0.049875
0,"RM + VT (5%)",15,"Sibling GWAS",0.0526875
1,"RM + VT (5%)",15,"Sibling GWAS",0.04975
2,"RM + VT (5%)",15,"Sibling GWAS",0.052875
3,"RM + VT (5%)",15,"Sibling GWAS",0.0483125
4,"RM + VT (5%)",15,"Sibling GWAS",0.0510625
5,"RM + VT (5%)",15,"Sibling GWAS",0.0521875
0,"5xAM",15,"Sibling GWAS",0.048125
1,"5xAM",15,"Sibling GWAS",0.05
2,"5xAM",15,"Sibling GWAS",0.0480625
3,"5xAM",15,"Sibling GWAS",0.049875
4,"5xAM",15,"Sibling GWAS",0.05025
5,"5xAM",15,"Sibling GWAS",0.051875
0,"5xAM + VT (5%)",15,"Sibling GWAS",0.0505
1,"5xAM + VT (5%)",15,"Sibling GWAS",0.050875
2,"5xAM + VT (5%)",15,"Sibling GWAS",0.045875
3,"5xAM + VT (5%)",15,"Sibling GWAS",0.05025
4,"5xAM + VT (5%)",15,"Sibling GWAS",0.05175
5,"5xAM + VT (5%)",15,"Sibling GWAS",0.0470625
0,"RM",16,"Sibling GWAS",0.0520625
1,"RM",16,"Sibling GWAS",0.0493125
2,"RM",16,"Sibling GWAS",0.050125
3,"RM",16,"Sibling GWAS",0.0485625
4,"RM",16,"Sibling GWAS",0.04875
5,"RM",16,"Sibling GWAS",0.051125
0,"RM + VT (5%)",16,"Sibling GWAS",0.0523125
1,"RM + VT (5%)",16,"Sibling GWAS",0.0516875
2,"RM + VT (5%)",16,"Sibling GWAS",0.052375
3,"RM + VT (5%)",16,"Sibling GWAS",0.0515625
4,"RM + VT (5%)",16,"Sibling GWAS",0.050875
5,"RM + VT (5%)",16,"Sibling GWAS",0.053375
0,"5xAM",16,"Sibling GWAS",0.047375
1,"5xAM",16,"Sibling GWAS",0.048
2,"5xAM",16,"Sibling GWAS",0.050375
3,"5xAM",16,"Sibling GWAS",0.0494375
4,"5xAM",16,"Sibling GWAS",0.0478125
5,"5xAM",16,"Sibling GWAS",0.0476875
0,"5xAM + VT (5%)",16,"Sibling GWAS",0.0465625
1,"5xAM + VT (5%)",16,"Sibling GWAS",0.0471875
2,"5xAM + VT (5%)",16,"Sibling GWAS",0.0501875
3,"5xAM + VT (5%)",16,"Sibling GWAS",0.0513125
4,"5xAM + VT (5%)",16,"Sibling GWAS",0.0494375
5,"5xAM + VT (5%)",16,"Sibling GWAS",0.05
0,"RM",17,"Sibling GWAS",0.0516875
1,"RM",17,"Sibling GWAS",0.04975
2,"RM",17,"Sibling GWAS",0.051125
3,"RM",17,"Sibling GWAS",0.051875
4,"RM",17,"Sibling GWAS",0.0515
5,"RM",17,"Sibling GWAS",0.052125
0,"RM + VT (5%)",17,"Sibling GWAS",0.0495
1,"RM + VT (5%)",17,"Sibling GWAS",0.051375
2,"RM + VT (5%)",17,"Sibling GWAS",0.0475
3,"RM + VT (5%)",17,"Sibling GWAS",0.0511875
