"gen","scenario","seed","gwas_type","fpr"
5,"RM + VT (5%)",45,"Sibling GWAS",0.0494375
0,"5xAM",45,"Sibling GWAS",0.051
1,"5xAM",45,"Sibling GWAS",0.04975
2,"5xAM",45,"Sibling GWAS",0.0515
3,"5xAM",45,"Sibling GWAS",0.0495625
4,"5xAM",45,"Sibling GWAS",0.05025
5,"5xAM",45,"Sibling GWAS",0.0496875
0,"5xAM + VT (5%)",45,"Sibling GWAS",0.0510625
1,"5xAM + VT (5%)",45,"Sibling GWAS",0.0475625
2,"5xAM + VT (5%)",45,"Sibling GWAS",0.0515
3,"5xAM + VT (5%)",45,"Sibling GWAS",0.0496875
4,"5xAM + VT (5%)",45,"Sibling GWAS",0.05
5,"5xAM + VT (5%)",45,"Sibling GWAS",0.0503125
0,"RM",46,"Sibling GWAS",0.0498125
1,"RM",46,"Sibling GWAS",0.0505
2,"RM",46,"Sibling GWAS",0.0515625
3,"RM",46,"Sibling GWAS",0.0498125
4,"RM",46,"Sibling GWAS",0.046875
5,"RM",46,"Sibling GWAS",0.04975
0,"RM + VT (5%)",46,"Sibling GWAS",0.051875
1,"RM + VT (5%)",46,"Sibling GWAS",0.050875
2,"RM + VT (5%)",46,"Sibling GWAS",0.0485625
3,"RM + VT (5%)",46,"Sibling GWAS",0.0460625
4,"RM + VT (5%)",46,"Sibling GWAS",0.0481875
5,"RM + VT (5%)",46,"Sibling GWAS",0.0486875
0,"5xAM",46,"Sibling GWAS",0.0510625
1,"5xAM",46,"Sibling GWAS",0.0499375
2,"5xAM",46,"Sibling GWAS",0.0479375
3,"5xAM",46,"Sibling GWAS",0.05
4,"5xAM",46,"Sibling GWAS",0.05
5,"5xAM",46,"Sibling GWAS",0.0506875
0,"5xAM + VT (5%)",46,"Sibling GWAS",0.0483125
1,"5xAM + VT (5%)",46,"Sibling GWAS",0.047
2,"5xAM + VT (5%)",46,"Sibling GWAS",0.050375
3,"5xAM + VT (5%)",46,"Sibling GWAS",0.0473125
4,"5xAM + VT (5%)",46,"Sibling GWAS",0.049125
5,"5xAM + VT (5%)",46,"Sibling GWAS",0.047625
0,"RM",47,"Sibling GWAS",0.0509375
1,"RM",47,"Sibling GWAS",0.0503125
2,"RM",47,"Sibling GWAS",0.050125
3,"RM",47,"Sibling GWAS",0.053625
4,"RM",47,"Sibling GWAS",0.0505
5,"RM",47,"Sibling GWAS",0.0494375
0,"RM + VT (5%)",47,"Sibling GWAS",0.049375
1,"RM + VT (5%)",47,"Sibling GWAS",0.0488125
2,"RM + VT (5%)",47,"Sibling GWAS",0.052625
3,"RM + VT (5%)",47,"Sibling GWAS",0.04925
4,"RM + VT (5%)",47,"Sibling GWAS",0.0500625
5,"RM + VT (5%)",47,"Sibling GWAS",0.0461875
0,"5xAM",47,"Sibling GWAS",0.0499375
1,"5xAM",47,"Sibling GWAS",0.0498125
2,"5xAM",47,"Sibling GWAS",0.0518125
3,"5xAM",47,"Sibling GWAS",0.0515
4,"5xAM",47,"Sibling GWAS",0.049125
5,"5xAM",47,"Sibling GWAS",0.049
0,"5xAM + VT (5%)",47,"Sibling GWAS",0.05025
1,"5xAM + VT (5%)",47,"Sibling GWAS",0.0480625
2,"5xAM + VT (5%)",47,"Sibling GWAS",0.0525
3,"5xAM + VT (5%)",47,"Sibling GWAS",0.0489375
4,"5xAM + VT (5%)",47,"Sibling GWAS",0.0496875
5,"5xAM + VT (5%)",47,"Sibling GWAS",0.04675
0,"RM",48,"Sibling GWAS",0.0501875
1,"RM",48,"Sibling GWAS",0.050625
2,"RM",48,"Sibling GWAS",0.0518125
3,"RM",48,"Sibling GWAS",0.0503125
4,"RM",48,"Sibling GWAS",0.047
5,"RM",48,"Sibling GWAS",0.052125
0,"RM + VT (5%)",48,"Sibling GWAS",0.0484375
1,"RM + VT (5%)",48,"Sibling GWAS",0.0478125
2,"RM + VT (5%)",48,"Sibling GWAS",0.051
3,"RM + VT (5%)",48,"Sibling GWAS",0.05
4,"RM + VT (5%)",48,"Sibling GWAS",0.0495
5,"RM + VT (5%)",48,"Sibling GWAS",0.051125
0,"5xAM",48,"Sibling GWAS",0.0493125
1,"5xAM",48,"Sibling GWAS",0.0534375
2,"5xAM",48,"Sibling GWAS",0.049375
3,"5xAM",48,"Sibling GWAS",0.0495625
4,"5xAM",48,"Sibling GWAS",0.0489375
5,"5xAM",48,"Sibling GWAS",0.0485625
0,"5xAM + VT (5%)",48,"Sibling GWAS",0.048
1,"5xAM + VT (5%)",48,"Sibling GWAS",0.0490625
2,"5xAM + VT (5%)",48,"Sibling GWAS",0.048125
3,"5xAM + VT (5%)",48,"Sibling GWAS",0.048125
4,"5xAM + VT (5%)",48,"Sibling GWAS",0.0483125
5,"5xAM + VT (5%)",48,"Sibling GWAS",0.051
0,"RM",49,"Sibling GWAS",0.049375
1,"RM",49,"Sibling GWAS",0.0503125
2,"RM",49,"Sibling GWAS",0.0501875
3,"RM",49,"Sibling GWAS",0.051375
4,"RM",49,"Sibling GWAS",0.050875
5,"RM",49,"Sibling GWAS",0.051
0,"RM + VT (5%)",49,"Sibling GWAS",0.0468125
1,"RM + VT (5%)",49,"Sibling GWAS",0.0504375
2,"RM + VT (5%)",49,"Sibling GWAS",0.050625
3,"RM + VT (5%)",49,"Sibling GWAS",0.0499375
4,"RM + VT (5%)",49,"Sibling GWAS",0.0515
5,"RM + VT (5%)",49,"Sibling GWAS",0.05275
0,"5xAM",49,"Sibling GWAS",0.0494375
1,"5xAM",49,"Sibling GWAS",0.04825
2,"5xAM",49,"Sibling GWAS",0.0535
3,"5xAM",49,"Sibling GWAS",0.0500625
4,"5xAM",49,"Sibling GWAS",0.0499375
5,"5xAM",49,"Sibling GWAS",0.04825
0,"5xAM + VT (5%)",49,"Sibling GWAS",0.0491875
1,"5xAM + VT (5%)",49,"Sibling GWAS",0.050625
2,"5xAM + VT (5%)",49,"Sibling GWAS",0.0518125
3,"5xAM + VT (5%)",49,"Sibling GWAS",0.05025
4,"5xAM + VT (5%)",49,"Sibling GWAS",0.05
5,"5xAM + VT (5%)",49,"Sibling GWAS",0.049125
0,"RM",5,"Sibling GWAS",0.05
1,"RM",5,"Sibling GWAS",0.0546875
2,"RM",5,"Sibling GWAS",0.0475
3,"RM",5,"Sibling GWAS",0.0513125
4,"RM",5,"Sibling GWAS",0.051625
5,"RM",5,"Sibling GWAS",0.051375
0,"RM + VT (5%)",5,"Sibling GWAS",0.05025
1,"RM + VT (5%)",5,"Sibling GWAS",0.051
2,"RM + VT (5%)",5,"Sibling GWAS",0.0513125
3,"RM + VT (5%)",5,"Sibling GWAS",0.0516875
4,"RM + VT (5%)",5,"Sibling GWAS",0.0475
5,"RM + VT (5%)",5,"Sibling GWAS",0.0474375
0,"5xAM",5,"Sibling GWAS",0.0485
1,"5xAM",5,"Sibling GWAS",0.049625
2,"5xAM",5,"Sibling GWAS",0.0508125
3,"5xAM",5,"Sibling GWAS",0.048625
4,"5xAM",5,"Sibling GWAS",0.0536875
5,"5xAM",5,"Sibling GWAS",0.0503125
0,"5xAM + VT (5%)",5,"Sibling GWAS",0.051125
1,"5xAM + VT (5%)",5,"Sibling GWAS",0.0495625
2,"5xAM + VT (5%)",5,"Sibling GWAS",0.0505
3,"5xAM + VT (5%)",5,"Sibling GWAS",0.05
4,"5xAM + VT (5%)",5,"Sibling GWAS",0.0494375
5,"5xAM + VT (5%)",5,"Sibling GWAS",0.05325
0,"RM",50,"Sibling GWAS",0.0475625
1,"RM",50,"Sibling GWAS",0.0514375
2,"RM",50,"Sibling GWAS",0.0508125
3,"RM",50,"Sibling GWAS",0.0505
4,"RM",50,"Sibling GWAS",0.048125
5,"RM",50,"Sibling GWAS",0.05075
0,"RM + VT (5%)",50,"Sibling GWAS",0.050375
1,"RM + VT (5%)",50,"Sibling GWAS",0.052375
2,"RM + VT (5%)",50,"Sibling GWAS",0.0526875
3,"RM + VT (5%)",50,"Sibling GWAS",0.047875
4,"RM + VT (5%)",50,"Sibling GWAS",0.0514375
5,"RM + VT (5%)",50,"Sibling GWAS",0.051
0,"5xAM",50,"Sibling GWAS",0.0525625
1,"5xAM",50,"Sibling GWAS",0.049625
2,"5xAM",50,"Sibling GWAS",0.0503125
3,"5xAM",50,"Sibling GWAS",0.05125
4,"5xAM",50,"Sibling GWAS",0.047375
5,"5xAM",50,"Sibling GWAS",0.0513125
0,"5xAM + VT (5%)",50,"Sibling GWAS",0.047625
1,"5xAM + VT (5%)",50,"Sibling GWAS",0.049625
2,"5xAM + VT (5%)",50,"Sibling GWAS",0.05175
3,"5xAM + VT (5%)",50,"Sibling GWAS",0.0519375
4,"5xAM + VT (5%)",50,"Sibling GWAS",0.0496875
5,"5xAM + VT (5%)",50,"Sibling GWAS",0.0503125
0,"RM",6,"Sibling GWAS",0.0515625
1,"RM",6,"Sibling GWAS",0.0516875
2,"RM",6,"Sibling GWAS",0.0493125
3,"RM",6,"Sibling GWAS",0.0509375
4,"RM",6,"Sibling GWAS",0.0510625
5,"RM",6,"Sibling GWAS",0.049875
0,"RM + VT (5%)",6,"Sibling GWAS",0.05025
1,"RM + VT (5%)",6,"Sibling GWAS",0.0469375
2,"RM + VT (5%)",6,"Sibling GWAS",0.0485625
3,"RM + VT (5%)",6,"Sibling GWAS",0.049625
4,"RM + VT (5%)",6,"Sibling GWAS",0.0515
5,"RM + VT (5%)",6,"Sibling GWAS",0.0519375
0,"5xAM",6,"Sibling GWAS",0.052
1,"5xAM",6,"Sibling GWAS",0.0529375
2,"5xAM",6,"Sibling GWAS",0.0490625
3,"5xAM",6,"Sibling GWAS",0.04525
4,"5xAM",6,"Sibling GWAS",0.051625
5,"5xAM",6,"Sibling GWAS",0.04925
0,"5xAM + VT (5%)",6,"Sibling GWAS",0.049
1,"5xAM + VT (5%)",6,"Sibling GWAS",0.0504375
2,"5xAM + VT (5%)",6,"Sibling GWAS",0.051375
3,"5xAM + VT (5%)",6,"Sibling GWAS",0.0500625
4,"5xAM + VT (5%)",6,"Sibling GWAS",0.0505625
5,"5xAM + VT (5%)",6,"Sibling GWAS",0.0486875
0,"RM",7,"Sibling GWAS",0.05175
1,"RM",7,"Sibling GWAS",0.0495625
2,"RM",7,"Sibling GWAS",0.0525625
3,"RM",7,"Sibling GWAS",0.0491875
4,"RM",7,"Sibling GWAS",0.0495
5,"RM",7,"Sibling GWAS",0.04825
0,"RM + VT (5%)",7,"Sibling GWAS",0.048
1,"RM + VT (5%)",7,"Sibling GWAS",0.0491875
2,"RM + VT (5%)",7,"Sibling GWAS",0.0525
3,"RM + VT (5%)",7,"Sibling GWAS",0.05175
4,"RM + VT (5%)",7,"Sibling GWAS",0.0505625
5,"RM + VT (5%)",7,"Sibling GWAS",0.0505
0,"5xAM",7,"Sibling GWAS",0.048
1,"5xAM",7,"Sibling GWAS",0.0503125
2,"5xAM",7,"Sibling GWAS",0.0515
3,"5xAM",7,"Sibling GWAS",0.0509375
4,"5xAM",7,"Sibling GWAS",0.05075
5,"5xAM",7,"Sibling GWAS",0.0494375
0,"5xAM + VT (5%)",7,"Sibling GWAS",0.04775
1,"5xAM + VT (5%)",7,"Sibling GWAS",0.0485625
2,"5xAM + VT (5%)",7,"Sibling GWAS",0.0471875
3,"5xAM + VT (5%)",7,"Sibling GWAS",0.050875
4,"5xAM + VT (5%)",7,"Sibling GWAS",0.047875
5,"5xAM + VT (5%)",7,"Sibling GWAS",0.047375
0,"RM",8,"Sibling GWAS",0.0524375
1,"RM",8,"Sibling GWAS",0.0515625
2,"RM",8,"Sibling GWAS",0.04925
3,"RM",8,"Sibling GWAS",0.0509375
4,"RM",8,"Sibling GWAS",0.0489375
5,"RM",8,"Sibling GWAS",0.0475
0,"RM + VT (5%)",8,"Sibling GWAS",0.045375
1,"RM + VT (5%)",8,"Sibling GWAS",0.05
2,"RM + VT (5%)",8,"Sibling GWAS",0.0475625
3,"RM + VT (5%)",8,"Sibling GWAS",0.0498125
4,"RM + VT (5%)",8,"Sibling GWAS",0.049
5,"RM + VT (5%)",8,"Sibling GWAS",0.051625
0,"5xAM",8,"Sibling GWAS",0.048875
1,"5xAM",8,"Sibling GWAS",0.0484375
2,"5xAM",8,"Sibling GWAS",0.051625
3,"5xAM",8,"Sibling GWAS",0.0466875
4,"5xAM",8,"Sibling GWAS",0.049375
5,"5xAM",8,"Sibling GWAS",0.050375
0,"5xAM + VT (5%)",8,"Sibling GWAS",0.0498125
1,"5xAM + VT (5%)",8,"Sibling GWAS",0.0486875
2,"5xAM + VT (5%)",8,"Sibling GWAS",0.0496875
3,"5xAM + VT (5%)",8,"Sibling GWAS",0.0509375
4,"5xAM + VT (5%)",8,"Sibling GWAS",0.0470625
5,"5xAM + VT (5%)",8,"Sibling GWAS",0.0491875
0,"RM",9,"Sibling GWAS",0.04925
1,"RM",9,"Sibling GWAS",0.0503125
2,"RM",9,"Sibling GWAS",0.0494375
3,"RM",9,"Sibling GWAS",0.051625
4,"RM",9,"Sibling GWAS",0.049625
5,"RM",9,"Sibling GWAS",0.0490625
0,"RM + VT (5%)",9,"Sibling GWAS",0.052
1,"RM + VT (5%)",9,"Sibling GWAS",0.0486875
2,"RM + VT (5%)",9,"Sibling GWAS",0.0495625
3,"RM + VT (5%)",9,"Sibling GWAS",0.04725
4,"RM + VT (5%)",9,"Sibling GWAS",0.0508125
5,"RM + VT (5%)",9,"Sibling GWAS",0.0516875
0,"5xAM",9,"Sibling GWAS",0.050875
1,"5xAM",9,"Sibling GWAS",0.048375
2,"5xAM",9,"Sibling GWAS",0.0516875
3,"5xAM",9,"Sibling GWAS",0.0485
4,"5xAM",9,"Sibling GWAS",0.0516875
5,"5xAM",9,"Sibling GWAS",0.0518125
0,"5xAM + VT (5%)",9,"Sibling GWAS",0.0481875
1,"5xAM + VT (5%)",9,"Sibling GWAS",0.0490625
2,"5xAM + VT (5%)",9,"Sibling GWAS",0.0491875
3,"5xAM + VT (5%)",9,"Sibling GWAS",0.047625
4,"5xAM + VT (5%)",9,"Sibling GWAS",0.0516875
5,"5xAM + VT (5%)",9,"Sibling GWAS",0.0521875
